,Address,BuildingType,ComplianceStatus,DataYear,DefaultData,ENERGYSTARScore,LargestPropertyUseType,ListOfAllPropertyUseTypes,Neighborhood,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber
1213,1920 1st Avenue,Multifamily MR (5-9),Compliant,2016,False,37.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,Oxford Apartments,1977200940
1214,401 8th Ave. North,NonResidential,Compliant,2016,False,,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office",LAKE UNION,Mixed Use Property,Rex Land Building (Block 56SE) - SEDO,1988201370
1215,300 W Harrison St,NonResidential,Compliant,2016,False,4.0,Worship Facility,"Parking, Worship Facility",MAGNOLIA / QUEEN ANNE,Worship Facility,Church of Scientology Washington State,1989200520
1216,323 W Republican St,Multifamily MR (5-9),Compliant,2016,False,,Multifamily Housing,"Multifamily Housing, Office, Parking",MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,323 W. Republican Pl. Inc,1989200570
1217,315 1st Ave W,Multifamily MR (5-9),Compliant,2016,False,,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,Uptown Queen Anne,1989200800
1218,312 2nd Ave. West,Multifamily MR (5-9),Compliant,2016,False,94.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,Harrison Square,1989200815
1219,215 1st Ave. West,Multifamily MR (5-9),Compliant,2016,False,100.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,Metro On First,1989200865
1220,111 Queen Anne Ave N,NonResidential,Compliant,2016,False,43.0,Office,"Office, Parking",MAGNOLIA / QUEEN ANNE,Small- and Mid-Sized Office,Salvation Army NW Div. HQ,1989200945
1221,229 Queen Anne Ave N,Multifamily MR (5-9),Compliant,2016,False,45.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,LaVie at Queen Anne,1989200980
1222,419 QEEN ANNE AVE N #10,Multifamily LR (1-4),Compliant,2016,False,,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,419 QAAN BUILDING,1989201130
1223,422 1st Ave W,Multifamily MR (5-9),Compliant,2016,False,96.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,1st & Republican,1989201170
1224,7 Harrison Street,Multifamily LR (1-4),Compliant,2016,False,91.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,The Strathmore,1989201245
1225,229 1st Ave N,Multifamily LR (1-4),Compliant,2016,False,91.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,The Uptowner,1989201255
1226,1216 1st Ave.,NonResidential,Compliant,2016,False,92.0,Retail Store,Retail Store,DOWNTOWN,Retail Store,DILLER BUILDING (ID21310),1974700170
1227,1217 6th Ave,NonResidential,Compliant,2016,False,24.0,Worship Facility,Worship Facility,DOWNTOWN,Worship Facility,Plymouth Congregational Church,1975700006
1228,523 PINE ST,Multifamily HR (10+),Compliant,2016,False,85.0,Multifamily Housing,"Multifamily Housing, Office, Retail Store",DOWNTOWN,High-Rise Multifamily,(ID21314) SIXTH & PINE BUILDING,1975700120
1229,1520 Fifth Ave,NonResidential,Non-Compliant,2016,False,,Office,Office,DOWNTOWN,Small- and Mid-Sized Office,1518 Fifith Ave,1975700135
1230,1506 Fifth Avenue,NonResidential,Compliant,2016,False,2.0,Retail Store,Retail Store,DOWNTOWN,Retail Store,Coliseum,1975700155
1231,1520 4th Avenue,NonResidential,Compliant,2016,False,8.0,Office,Office,DOWNTOWN,Small- and Mid-Sized Office,Westlake Place,1975700195
1232,1408 4th Avenue,NonResidential,Compliant,2016,False,83.0,Office,Office,DOWNTOWN,Small- and Mid-Sized Office,4th Avenue Building,1975700275
1233,1401 5th AVE,NonResidential,Compliant,2016,False,60.0,Bank Branch,Bank Branch,DOWNTOWN,Other,5265050802 - WM1084 Fifth and Union,1975700281
1234,1404 Fourth Ave,NonResidential,Compliant,2016,False,17.0,Office,"Office, Retail Store",DOWNTOWN,Small- and Mid-Sized Office,Fourth and Union,1975700290
1235,211 Pine Street,Multifamily MR (5-9),Compliant,2016,False,81.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,The Second and Pine Apartments,1975700420
1236,1413 3rd Avenue,Multifamily LR (1-4),Compliant,2016,False,65.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Low-Rise Multifamily,The Glen Hotel Apartments,1975700511
1237,1334 Terry Avenue,NonResidential,Compliant,2016,False,,Other/Specialty Hospital,Other/Specialty Hospital,EAST,Other,Seattle First Hill,1978200320
1238,1317 Boren Ave,Multifamily MR (5-9),Compliant,2016,False,92.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Mid-Rise Multifamily,SOVEREIGN,1978200340
1239,1020 University St,Multifamily MR (5-9),Compliant,2016,False,26.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Mid-Rise Multifamily,TEN TWENTY,1978200360
1240,1400 Boren Ave,Multifamily LR (1-4),Compliant,2016,False,53.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Low-Rise Multifamily,Oxford Crest Apartments,1978200425
1241,1330 Boren Ave,Multifamily MR (5-9),Compliant,2016,False,86.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Mid-Rise Multifamily,Stockbridge Apartments,1978200440
1242,1321 Minor Ave,Multifamily MR (5-9),Compliant,2016,False,72.0,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,Vesper Apartments,1978200445
1243,1100 UNIVERSITY ST,Multifamily HR (10+),Compliant,2016,False,93.0,Multifamily Housing,Multifamily Housing,EAST,High-Rise Multifamily,Panorama,1978200470
1244,1004 Boren Ave,NonResidential,Compliant,2016,False,,Social/Meeting Hall,Social/Meeting Hall,EAST,Other,University Club,1978200605
1245,1205 Spring Street,Multifamily LR (1-4),Compliant,2016,False,86.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,San Marco Apartments,1978200710
1246,1100 Minor Ave,Multifamily LR (1-4),Compliant,2016,False,50.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,Tate Mason,1978200745
1247,1215 Seneca Street,Multifamily MR (5-9),Compliant,2016,False,,Multifamily Housing,"Multifamily Housing, Office, Parking, Restaurant",EAST,Mid-Rise Multifamily,Tuscany,1978200750
1248,1201 Summit Ave,Multifamily MR (5-9),Compliant,2016,False,89.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Mid-Rise Multifamily,Cascade Court Apartments,1978200790
1249,1200 UNIVERSITY ST,Multifamily HR (10+),Compliant,2016,False,1.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,High-Rise Multifamily,SUMMIT AT FIRST HILL (ID#21344),1978200865
1250,1222 SUMMIT AVE,Multifamily LR (1-4),Compliant,2016,False,74.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,ARCADIA APT + ST PAUL APT,1978200895
1251,1314 Spring Street,Multifamily MR (5-9),Compliant,2016,False,76.0,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,Hilltop Court Apartments,1978200960
1252,1401 Madison St,NonResidential,Compliant,2016,False,2.0,Medical Office,Medical Office,EAST,Medical Office,Swedish Alcoa Building,1978201116
1253,1111 Harvard Ave.,NonResidential,Compliant,2016,False,90.0,Office,"Office, Worship Facility",EAST,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH,1978201205
1254,1214 Boylston Ave.,Multifamily MR (5-9),Compliant,2016,False,40.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Mid-Rise Multifamily,Seneca,1978201230
1255,720 Broadway,NonResidential,Compliant,2016,False,,Other - Education,"Other - Education, Parking",EAST,Other,Pacific Northwest Research,1978201421
1256,700 Broadway,NonResidential,Compliant,2016,False,42.0,Medical Office,Medical Office,EAST,Medical Office,Northwest Kidney Center (21365),1978201435
1257,1119 8th Avenue,NonResidential,Compliant,2016,False,,Other - Entertainment/Public Assembly,"Food Service, Office, Other - Entertainment/Public Assembly",EAST,Other,Town Hall Seattle,1979200050
1258,1013 8th Ave,NonResidential,Compliant,2016,False,55.0,Worship Facility,"Parking, Worship Facility",EAST,Worship Facility,First Presbyterian Church of Seattle,1979200090
1259,1000 8TH AVE,Multifamily HR (10+),Compliant,2016,False,71.0,Multifamily Housing,Multifamily Housing,EAST,High-Rise Multifamily,The OT8,1979200125
1260,1018 9TH AVE,Multifamily LR (1-4),Compliant,2016,False,73.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,PAUL REVERE APARTMENTS,1979200245
1261,1019 Terry Ave,Multifamily LR (1-4),Compliant,2016,False,67.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,JOHN ALDEN,1979200250
1262,614 NW 46th St,Nonresidential COS,Compliant,2016,False,,Office,"Data Center, Office, Other",Ballard,Small- and Mid-Sized Office,System Operations Center,1982201065
1263,832 NW 48,NonResidential,Compliant,2016,False,80.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,BALLARD,Warehouse,Superior Self Storage,1982201700
1264,4259 8th Avenue NW,NonResidential,Compliant,2016,False,63.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,BALLARD,Warehouse,lee warehouse,1982203275
1265,4222 8th Ave NW,NonResidential,Compliant,2016,False,,Distribution Center,Distribution Center,BALLARD,Distribution Center,Double Y Investment Co.,1982203385
1266,425 Westlake Ave N.,NonResidential,Compliant,2016,False,,Office,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",LAKE UNION,Mixed Use Property,On Ballard- 425 Westlake,1983200005
1267,500-510 Westlake Ave. North,NonResidential,Compliant,2016,False,,Restaurant,Restaurant,LAKE UNION,Restaurant,Uptown Espresso Building (Block 38W) - SEDO,1983200170
1268,520-530 Westlake Ave. North,NonResidential,Compliant,2016,False,57.0,Retail Store,Retail Store,LAKE UNION,Retail Store,Guitar Center (Block 38W) - SEDO,1983200180
1269,534 Westlake Ave. North,NonResidential,Compliant,2016,False,62.0,Office,Office,LAKE UNION,Small- and Mid-Sized Office,Clements Rice Building (Block 38W) - SEDO,1983200196
1270,440 Terry Ave. North,NonResidential,Compliant,2016,False,77.0,Office,"Food Service, Office, Parking",LAKE UNION,Large Office,Interurban Exchange IV/V & Van Vorst - SEDO,1983200290
1271,511 Boren Avenue North,NonResidential,Compliant,2016,False,95.0,Office,Office,LAKE UNION,Small- and Mid-Sized Office,511 Boren,1983200350
1272,1000 Fairview Ave N,NonResidential,Compliant,2016,False,1.0,Office,"Office, Parking",LAKE UNION,Small- and Mid-Sized Office,Fairview,1984200105
1273,394 1st Ave. N.,Nonresidential COS,Compliant,2016,False,,Other,Other,MAGNOLIA / QUEEN ANNE,Other,Northwest Rooms,1985200003
1274,123 2nd Ave N,Multifamily MR (5-9),Compliant,2016,False,97.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,Axis Apartments,1985200070
1275,180 Denny Way,NonResidential,Compliant,2016,False,66.0,Worship Facility,Worship Facility,MAGNOLIA / QUEEN ANNE,Worship Facility,First Church Seattle,1985200090
1276,200 Second Avenue North,NonResidential,Compliant,2016,False,,Other,Other,MAGNOLIA / QUEEN ANNE,Other,Pacific Science Center,1985200140
1277,200 Thomas St,Nonresidential COS,Compliant,2016,False,,Other,Other,MAGNOLIA / QUEEN ANNE,Other,Fisher Pavilion,1985200245
1278,305 Harrison St #30,Nonresidential COS,Compliant,2016,False,,Museum,Museum,MAGNOLIA / QUEEN ANNE,Other,Chihuly Garden and Glass,1985200305
1279,400 broard street,NonResidential,Compliant,2016,False,,Other - Recreation,Other - Recreation,MAGNOLIA / QUEEN ANNE,Other,space needle,1985200495
1280,201 Thomas St.,Nonresidential COS,Compliant,2016,False,,Other,Other,MAGNOLIA / QUEEN ANNE,Other,Seattle Children's Theatre,1985200550
1281,227 Westlake Ave N,NonResidential,Compliant,2016,False,84.0,Office,"Office, Parking",LAKE UNION,Small- and Mid-Sized Office,Sellen Construction Headquarters,1986200070
1282,225 Terry Avenue North,NonResidential,Compliant,2016,False,92.0,Office,"Office, Parking",LAKE UNION,Small- and Mid-Sized Office,Terry Ave Building,1986200245
1283,219 Terry Ave. N.,NonResidential,Compliant,2016,False,1.0,Office,"Laboratory, Office, Parking",LAKE UNION,Small- and Mid-Sized Office,219 Terry Building,1986200255
1284,900 sw holden,Multifamily LR (1-4),Compliant,2016,False,68.0,Multifamily Housing,Multifamily Housing,DELRIDGE,Low-Rise Multifamily,hill villa,2114700295
1285,202 Westlake Ave. N.,NonResidential,Compliant,2016,False,92.0,Office,"Bank Branch, Office, Parking, Restaurant",LAKE UNION,Large Office,202 Westlake,1986200275
1286,224 Westlake Ave. N.,NonResidential,Compliant,2016,False,77.0,Office,"Office, Parking, Retail Store",LAKE UNION,Small- and Mid-Sized Office,224 Westlake,1986200295
1287,975 John Street,Multifamily MR (5-9),Compliant,2016,False,100.0,Multifamily Housing,"Multifamily Housing, Parking",LAKE UNION,Mid-Rise Multifamily,Boxcar Apartments,1986200305
1288,10 Harrison St.,NonResidential,Compliant,2016,False,41.0,Office,"Office, Parking, Restaurant",MAGNOLIA / QUEEN ANNE,Mixed Use Property,Century,1988200090
1289,118 Republican Street,Multifamily MR (5-9),Compliant,2016,False,100.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,Expo,1988200190
1290,105 MERCER ST,Multifamily LR (1-4),Compliant,2016,False,84.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,MERCER STREET APTS (ID21463),1988200240
1291,301 Mercer St.,Nonresidential COS,Compliant,2016,False,,Other,Other,DOWNTOWN,Other,Phelps Center,1988200250
1292,201 Mercer St.,Nonresidential COS,Compliant,2016,False,,Other,Other,DOWNTOWN,Other,Playhouse,1988200440
1293,1412 1st Ave S,NonResidential,Compliant,2016,False,,Other - Entertainment/Public Assembly,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",DOWNTOWN,Other,Showbox Building,1975700560
1294,119 Pine Street,NonResidential,Compliant,2016,False,72.0,Office,"Office, Retail Store",DOWNTOWN,Small- and Mid-Sized Office,Doyle Building,1975700605
1295,1315 1st Ave,NonResidential,Non-Compliant,2016,False,,Other,Other,DOWNTOWN,Other,The Lusty Lady,1976200060
1296,1221 First Ave.,Multifamily HR (10+),Compliant,2016,False,42.0,Multifamily Housing,"Multifamily Housing, Office, Parking, Swimming Pool",DOWNTOWN,High-Rise Multifamily,Harbor Steps,1976200075
1297,1433 First Avenue,Campus,Compliant,2016,False,,Retail Store,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",DOWNTOWN,Mixed Use Property,Economy Market,1976200105
1298,1408 Western Ave,Multifamily MR (5-9),Compliant,2016,False,11.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,53381 - Post Alley Court,1976200140
1299,84 UNION ST,Multifamily LR (1-4),Compliant,2016,False,17.0,Multifamily Housing,"Multifamily Housing, Retail Store",DOWNTOWN,Low-Rise Multifamily,Marketside Flats_Complete,1976200160
1300,1525 FIrst Avenue,Campus,Compliant,2016,False,,Multifamily Housing,"Bar/Nightclub, Food Sales, Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",DOWNTOWN,Low-Rise Multifamily,Sanitary Market,1976200210
1301,1501 1st Avenue,Campus,Compliant,2016,False,,Restaurant,"Food Sales, Office, Restaurant",DOWNTOWN,Restaurant,Corner Market,1976200230
1302,1501 Western Avenue,NonResidential,Compliant,2016,False,,Office,"Non-Refrigerated Warehouse, Office, Retail Store",DOWNTOWN,Small- and Mid-Sized Office,(ID21483) Madore Building,1976200300
1303,720 SENECA ST,Multifamily LR (1-4),Compliant,2016,False,4.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,Exeter House,1976700260
1304,104 Pine St,Multifamily MR (5-9),Compliant,2016,False,65.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,Atwood Apartments,1977200030
1305,2226 Elliott Ave,Multifamily MR (5-9),Compliant,2016,False,,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",DOWNTOWN,Mid-Rise Multifamily,Elliott Pointe Apartments,1977200185
1306,2103-2107 Elliott Avenue,NonResidential,Compliant,2016,False,91.0,Parking,"Office, Parking, Retail Store",DOWNTOWN,Mixed Use Property,E0010 - Elliott Court,1977200245
1307,1925 First Avenue,Multifamily MR (5-9),Compliant,2016,False,,Multifamily Housing,"Medical Office, Multifamily Housing, Other - Restaurant/Bar, Retail Store",DOWNTOWN,Mid-Rise Multifamily,Livingston-Baker Building,1977200395
1308,1917 1St Ave,NonResidential,Compliant,2016,False,47.0,Office,Office,DOWNTOWN,Small- and Mid-Sized Office,Alaska Trade Building,1977200420
1309,1916 Pike Place,NonResidential,Compliant,2016,False,,Other - Restaurant/Bar,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",DOWNTOWN,Mixed Use Property,Soames Dunn Building,1977200425
1310,1907 1st Ave,Multifamily MR (5-9),Compliant,2016,False,,Multifamily Housing,"Multifamily Housing, Office, Restaurant, Retail Store",DOWNTOWN,Mid-Rise Multifamily,The Fairmount,1977200435
1311,2100 Western Ave,Multifamily MR (5-9),Compliant,2016,False,70.0,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",DOWNTOWN,Mid-Rise Multifamily,L0088 - Ventana,1977200546
1312,2233 1st Ave,Multifamily MR (5-9),Compliant,2016,False,,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",DOWNTOWN,Mid-Rise Multifamily,Volta,1977200570
1313,2215 1st Ave,Multifamily HR (10+),Compliant,2016,False,66.0,Multifamily Housing,"Multifamily Housing, Parking",DOWNTOWN,High-Rise Multifamily,Bell Tower,1977200590
1314,2200 Western Avenue,NonResidential,Compliant,2016,False,100.0,Office,Office,DOWNTOWN,Small- and Mid-Sized Office,U0010 - Union Stables,1977200605
1315,2205 1st Ave,NonResidential,Compliant,2016,False,,Office,"Multifamily Housing, Office, Restaurant",DOWNTOWN,Mixed Use Property,Scargo Apartments,1977200610
1316,2201 1st Ave,Multifamily LR (1-4),Compliant,2016,False,,Multifamily Housing,"Food Service, Multifamily Housing",DOWNTOWN,Low-Rise Multifamily,Lewiston Apartments,1977200615
1317,2234 1st Ave,NonResidential,Compliant,2016,False,,Food Service,Food Service,DOWNTOWN,Other,White and Hitchcock,1977200625
1318,2219 2nd Ave,Multifamily MR (5-9),Compliant,2016,False,41.0,Multifamily Housing,"Multifamily Housing, Parking",DOWNTOWN,Mid-Rise Multifamily,Concept One Apts,1977200650
1319,1200 Mercer St,Multifamily MR (5-9),Compliant,2016,False,65.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,Mercerview,1977200671
1320,1938 Fairview Ave E,NonResidential,Compliant,2016,False,13.0,Office,"Office, Parking",LAKE UNION,Small- and Mid-Sized Office,RDM Building,2025049030
1321,1910 Fairview,NonResidential,Compliant,2016,False,68.0,Office,"Office, Parking",LAKE UNION,Small- and Mid-Sized Office,1910 Fairview - new,2025049040
1322,1501 10TH AVE E,NonResidential,Compliant,2016,False,56.0,K-12 School,K-12 School,EAST,K-12 School,ST NICHOLAS SCHOOL,2025049052
1323,2525 Minor Ave E,Multifamily LR (1-4),Compliant,2016,False,61.0,Multifamily Housing,Multifamily Housing,LAKE UNION,Low-Rise Multifamily,Minor Tower Apartments,2025049091
1324,1555 Lakeview Blvd E,Multifamily LR (1-4),Compliant,2016,False,96.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,Lakeview,2025049128
1325,1203 NE 135th St,Multifamily LR (1-4),Compliant,2016,False,61.0,Multifamily Housing,Multifamily Housing,North,Low-Rise Multifamily,Parkside,2026049013
